,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
1544,20020917X03665,Accident,LAX82FA231,1982-06-13,"TRUCKEE, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N42488,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,13-06-1983
1545,20020917X03447,Accident,FTW82FPA12,1982-06-13,"ALLEN, TX",United States,,,,,Non-Fatal,Destroyed,Airplane,N3971U,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,13-06-1983
1549,20020917X02750,Accident,ATL82DA162,1982-06-13,"SAVANNAH, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N80SA,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,1.0,1.0,VMC,Cruise,Probable Cause,13-06-1983
1550,20020917X03819,Accident,MKC82DA103,1982-06-13,"MARION, IA",United States,,,C17,MARION,Non-Fatal,Substantial,Airplane,N5158E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,13-06-1983
1552,20020917X03817,Accident,MKC82DA101,1982-06-13,"ST LOUIS, MO",United States,,,1H0,CREVE COEUR,Non-Fatal,Substantial,Airplane,N704MC,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,13-06-1983
1553,20020917X03562,Accident,LAX82DA220,1982-06-13,"LANCASTER, CA",United States,,,WJF,GEN. WILLIAM J. FOX,Non-Fatal,Substantial,Airplane,N1580Y,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,13-06-1983
1555,20020917X03302,Accident,FTW82DA224,1982-06-13,"DUNCAN, OK",United States,,,DUC,HALLIBURTON AIRPORT,Non-Fatal,Substantial,Airplane,N1023B,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-06-1983
1558,20020917X02642,Accident,ANC82DA046,1982-06-13,"SELDOVIA, AK",United States,,,SOV,SELDOVIA,Non-Fatal,Substantial,Airplane,N2949C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,13-06-1983
1559,20020917X03461,Accident,FTW82FPG15,1982-06-14,"GOULD, AR",United States,,,,PRIVATE STRIP,Non-Fatal,Destroyed,Airplane,N4531X,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,14-06-1983
1569,20020917X02840,Accident,ATL82FA164,1982-06-15,"ASHEVILLE, NC",United States,,,,,Non-Fatal,Destroyed,Airplane,N6545K,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,3.0,0.0,0.0,VMC,Climb,Probable Cause,15-06-1983
1570,20020917X02751,Accident,ATL82DA165,1982-06-15,"MYRTLE BEACH, SC",United States,,,,,Non-Fatal,Destroyed,Airplane,N1691W,Beech,A36,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Grand Strand Aviation Inc,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,15-06-1983
1575,20020917X02690,Accident,ANC82DAG37,1982-06-15,"NEAR TYONEK, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N7781D,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,UNK,Landing,Probable Cause,15-06-1983
1576,20020917X04097,Accident,SEA82DA089,1982-06-16,"ROCHE HARBOR, WA",United States,,,9S1,ROCHE HARBOR,Non-Fatal,Destroyed,Airplane,CGLXJ,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,16-06-1983
1579,20020917X03306,Accident,FTW82DA228,1982-06-16,"TULSA, OK",United States,,,,,Non-Fatal,Destroyed,Airplane,N49482,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Climb,Probable Cause,16-06-1983
1584,20020917X03820,Accident,MKC82DA104,1982-06-16,"10 SW FALLS CIT, NE",United States,,,,,Non-Fatal,Substantial,Airplane,N49974,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,16-06-1983
1589,20020917X03070,Accident,CHI82FA213,1982-06-17,"DANVILLE, OH",United States,,,,,Fatal(1),Destroyed,Airplane,N5330M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,17-06-1983
1594,20020917X03324,Accident,FTW82DA247,1982-06-17,"HOUSTON, TX",United States,,,T86,LAKESIDE,Non-Fatal,Substantial,Airplane,N4920G,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,17-06-1983
1597,20020917X03138,Accident,DEN82DA112,1982-06-17,"COLORADO SPRING, CO",United States,,,8V0,ELLICOTT,Non-Fatal,Substantial,Airplane,N737VH,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,17-06-1983
1609,20020917X03135,Accident,DEN82DA109,1982-06-18,"GRAND FORKS, ND",United States,,,GFK,GRAND FORKS INTERNATIONAL,Non-Fatal,Substantial,Airplane,N6145Q,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,18-06-1983
1614,20020917X03567,Accident,LAX82DA228,1982-06-19,"SCOTTSDALE, AZ",United States,,,SDL,SCOTTSDALE,Non-Fatal,Destroyed,Airplane,N4947H,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,19-06-1983
1615,20020917X03566,Accident,LAX82DA227,1982-06-19,"FREMONT, CA",United States,,,Q59,FREMONT AIRPORT,Non-Fatal,Destroyed,Airplane,N1846V,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,19-06-1983
1617,20020917X02957,Accident,CHI82DA218,1982-06-19,"DULUTH, MN",United States,,,,,Non-Fatal,Destroyed,Airplane,N201EC,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,2.0,0.0,IMC,Approach,Probable Cause,19-06-1983
1620,20020917X02753,Accident,ATL82DA167,1982-06-19,"ATLANTA, GA",United States,,,PDK,DEKALB-PEACHTREE,Non-Fatal,Destroyed,Airplane,N31883,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,19-06-1983
1627,20020917X02961,Accident,CHI82DA222,1982-06-19,"PRINCETON, MN",United States,,,14D,PRINCETON MUNICIPAL,Non-Fatal,Substantial,Airplane,N8267A,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-06-1983
1629,20020917X02955,Accident,CHI82DA216,1982-06-19,"DODGEVILLE, WI",United States,,,55C,DODGEVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N95464,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,19-06-1983
1635,20020917X03663,Accident,LAX82FA226,1982-06-20,"GRANADA HILLS, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N738GF,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,1.0,0.0,0.0,IMC,Descent,Probable Cause,20-06-1983
1638,20020917X02894,Incident,ATL82IA170,1982-06-20,"DAUPHIN ISLAND, AL",United States,,,4R9,DAUPHIN ISLAND,Incident,Minor,Airplane,N201WX,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Go-around,Probable Cause,20-06-1983
1642,20020917X03745,Accident,MIA82DA135,1982-06-20,"CHULUOTA, FL",United States,,,X45,FLYING SEMINOLE RANCH,Non-Fatal,Substantial,Airplane,N9834E,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,20-06-1983
1643,20020917X03568,Accident,LAX82DA229,1982-06-20,"PACOIMA, CA",United States,,,WHP,WHITEMAN AIRPARK,Non-Fatal,Substantial,Airplane,N8151A,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-06-1983
1648,20020917X02959,Accident,CHI82DA220,1982-06-20,"HOBART, IN",United States,,,3HO,HOBART,Non-Fatal,Substantial,Airplane,N897SP,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,20-06-1983
1649,20020917X04051,Accident,NYC82FHM07,1982-06-20,"SANDY HOOK BEAC, NJ",United States,,,,,Non-Fatal,Substantial,Airplane,N6879B,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,20-06-1983
1658,20020917X03220,Accident,DEN82FTE19,1982-06-21,"LOMA, CO",United States,,,,PRIVATE,Non-Fatal,Destroyed,Airplane,N9886,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,1.0,1.0,VMC,Go-around,Probable Cause,21-06-1983
1664,20020917X02646,Accident,ANC82DA051,1982-06-21,"ST. MARY'S, AK",United States,,,KSM,ANDREAFSKY,Non-Fatal,Substantial,Airplane,N9191H,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,21-06-1983
1673,20020917X02962,Accident,CHI82DA224,1982-06-22,"FOWLERVILLE, MI",United States,,,,MAPLEGROVE,Non-Fatal,Substantial,Airplane,N2741C,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,22-06-1983
1684,20020917X04101,Accident,SEA82DA094,1982-06-23,"TOLEDO, WA",United States,,,TDO,TOLEDO-WINLOCK,Non-Fatal,Substantial,Airplane,N9544J,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,23-06-1983
1695,20020917X02647,Accident,ANC82DA052,1982-06-24,"KENAI, AK",United States,,,3AK5,WINDWARD PASSAGE,Non-Fatal,Substantial,Airplane,N6347A,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,24-06-1983
1704,20020917X02709,Accident,ANC82FAA06,1982-06-25,"FAIRBANKS, AK",United States,,,,BOUTINS STRIP,Non-Fatal,Substantial,Airplane,N90946,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-06-1983
1709,20020917X03667,Accident,LAX82FA236,1982-06-26,"TRINITY CENTER, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N759NE,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,26-06-1983
1710,20020917X03514,Accident,LAX82AA235B,1982-06-26,"SAN JOSE, CA",United States,,,SJC,SAN JOSE MUNICIPAL,Fatal(3),Destroyed,Airplane,N70072,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,26-06-1983
1714,20020917X03942,Accident,NYC82DA132,1982-06-26,"PRESQUE ISLE, ME",United States,,,,PRESQUE ISLE,Non-Fatal,Substantial,Airplane,N9592J,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,2.0,VMC,Approach,Probable Cause,26-06-1983
1718,20020917X03722,Accident,LAX82FVM15,1982-06-26,"POINT LOBOS, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N45477,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,26-06-1983
1723,20020917X02648,Accident,ANC82DA053,1982-06-26,"NEAR ANCHORAGE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N3483D,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,26-06-1983
1730,20020917X03752,Accident,MIA82DA143,1982-06-27,"HOLLYWOOD, FL",United States,,,HWO,NORTH PERRY,Non-Fatal,Destroyed,Airplane,N6064G,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,27-06-1983
1738,20020917X03442,Accident,FTW82DRJ19B,1982-06-27,"LUFKIN, TX",United States,,,,ANGELINA,Non-Fatal,Substantial,Airplane,N733BD,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,27-06-1983
1754,20020917X02766,Accident,ATL82DA181,1982-06-29,"MARTINSBURG, WV",United States,,,,EASTERN WEST VIRGINIA RE.,Non-Fatal,Substantial,Airplane,N61791,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,29-06-1983
1769,20020917X03944,Accident,NYC82DA135,1982-07-01,"AMBLER, PA",United States,,,,TURNER FIELD,Non-Fatal,Substantial,Airplane,N75286,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,01-07-1983
1775,20020917X02967,Accident,CHI82DA230,1982-07-01,"LADYSMITH, WI",United States,,,,,Non-Fatal,Substantial,Airplane,N40037,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,01-07-1983
1801,20020917X03951,Accident,NYC82DA143,1982-07-03,"CLEMENTON, NJ",United States,,,,CROSS KEYS,Non-Fatal,Substantial,Airplane,N64657,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,03-07-1983
1804,20020917X03828,Accident,MKC82DA113,1982-07-03,"MISSOURI VALLEY, IA",United States,,,K35,MISSOURI VALLEY,Non-Fatal,Substantial,Airplane,N24208,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-07-1983
1807,20020917X03339,Accident,FTW82DA262,1982-07-03,"FORT WORTH, TX",United States,,,F70,MANGHAM FIELD,Non-Fatal,Substantial,Airplane,N6673G,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,03-07-1983
1808,20020917X03151,Accident,DEN82DA128,1982-07-03,"AURORA, CO",United States,,,O1V,COLUMBINE,Non-Fatal,Substantial,Airplane,N4007Z,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-07-1983
1811,20020917X02968,Accident,CHI82DA232,1982-07-03,"HARLAN, IN",United States,,,,HALLS,Non-Fatal,Substantial,Airplane,N65609,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,03-07-1983
1812,20020917X02770,Accident,ATL82DA187,1982-07-03,"SWAN QUARTER, NC",United States,,,12,PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,N1140M,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,03-07-1983
1820,20020917X02777,Accident,ATL82DA194,1982-07-04,"MADISON, IN",United States,,,,,Non-Fatal,Destroyed,Airplane,N5584B,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,04-07-1983
1840,20020917X03076,Accident,CHI82FA236,1982-07-05,"MORENCI, MI",United States,,,,,Fatal(2),Destroyed,Airplane,N4698L,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,2.0,0.0,0.0,0.0,VMC,Other,Probable Cause,05-07-1983
1851,20020917X03833,Accident,MKC82DA118,1982-07-06,"POINT LOOKOUT, MO",United States,,,PLK,M. GRAHAM CLARK,Non-Fatal,Substantial,Airplane,N80751,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,06-07-1983
1852,20020917X02973,Accident,CHI82DA239,1982-07-06,"PLYMOUTH, IN",United States,,,C65,PLYMOUTH MUNICIPAL,Non-Fatal,Substantial,Airplane,N8220A,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,06-07-1983
1862,20020917X02786,Accident,ATL82DA207,1982-07-07,"FT EUSTIS, VA",United States,,,FAF,FELKER ARMY AIRFIELD,Non-Fatal,Substantial,Airplane,N714FF,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-07-1983
1868,20020917X03576,Accident,LAX82DA249,1982-07-08,"PRESCOTT, AZ",United States,,,PRC,ERNEST A. LOVE,Non-Fatal,Substantial,Airplane,N68940,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-07-1983
1873,20020917X03961,Accident,NYC82DA154,1982-07-09,"SAVAGE, PA",United States,,,,HIGH POINT LAKE,Non-Fatal,Substantial,Airplane,N13119,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,09-07-1983
1881,20020917X03350,Accident,FTW82DA274,1982-07-09,"BRYAN, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N24890,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,09-07-1983
1885,20020917X02977,Accident,CHI82DA243,1982-07-09,"DOWNERS GROVE, IL",United States,,,C24,BROOKRIDGE,Non-Fatal,Substantial,Airplane,N60PS,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,09-07-1983
1889,20020917X02671,Accident,ANC82DAA08,1982-07-09,"50 MI SW FAIRBA, AK",United States,,,,GRAVEL STRIP,Non-Fatal,Substantial,Airplane,N9717F,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,09-07-1983
1890,20020917X03955,Accident,NYC82DA147,1982-07-09,"CAPE MAY, NJ",United States,,,,,Non-Fatal,Substantial,Airplane,N6897B,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,09-07-1983
1895,20020917X03785,Accident,MIA82FA151,1982-07-10,"KEY LARGO, FL",United States,,,,,Fatal(1),Destroyed,Airplane,N3997P,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,3.0,0.0,0.0,VMC,Takeoff,Probable Cause,10-07-1983
1903,20020917X03494,Accident,FTW82FRG23,1982-07-10,"SAN ANTONIO, TX",United States,,,,WESTSIDE,Non-Fatal,Substantial,Airplane,N2861A,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,4.0,VMC,Landing,Probable Cause,10-07-1983
1909,20020917X03838,Accident,MKC82DA123,1982-07-11,"CONWAY SPRINGS, KS",United States,,,KS36,WAMSLEY PVT,Non-Fatal,Substantial,Airplane,N555KC,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,11-07-1983
1913,20020917X03354,Accident,FTW82DA278,1982-07-11,"MCKINNEY, TX",United States,,,,LAUON NORTH,Non-Fatal,Substantial,Airplane,N5429B,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,11-07-1983
1919,20020917X04127,Accident,SEA82DA125,1982-07-12,"KENDRICK, ID",United States,,,,FARM FIELD,Non-Fatal,Substantial,Airplane,N82168,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,12-07-1983
1922,20020917X03836,Accident,MKC82DA121,1982-07-12,"LAWRENCE, KS",United States,,,3LA,LAWRENCE MUNICIPAL,Non-Fatal,Substantial,Airplane,N15970,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,12-07-1983
1925,20020917X03045,Accident,CHI82DA323,1982-07-12,"RANIER, MI",United States,,,50Y,RANIER,Non-Fatal,Substantial,Airplane,N41039,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,12-07-1983
1928,20020917X02688,Accident,ANC82DAG35,1982-07-12,"WASILLA, AK",United States,,,,WASILLA,Non-Fatal,Substantial,Airplane,N9891W,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,12-07-1983
1929,20020917X02653,Accident,ANC82DA061,1982-07-12,"SOLDOTNA, AK",United States,,,AK33,MACKEYS LAKES,Non-Fatal,Substantial,Airplane,N5276D,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,12-07-1983
1933,20020917X02842,Accident,ATL82FA184,1982-07-13,"CHARLESTON, SC",United States,,,JZI,CHARLESTON EXEC,Fatal(1),Destroyed,Airplane,N6234L,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,13-07-1983
1936,20020917X03759,Accident,MIA82DA153,1982-07-13,"KENNETH CITY, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N225NY,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,13-07-1983
1937,20020917X03582,Accident,LAX82DA263,1982-07-13,"BAKERSFIELD, CA",United States,,,,PRIVATE,Non-Fatal,Substantial,Airplane,N2744Q,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-07-1983
1944,20020917X03890,Accident,MKC82FCQ12,1982-07-14,"MEDICINE LODGE, KS",United States,,,,,Non-Fatal,Destroyed,Airplane,N75802,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,14-07-1983
1951,20020917X02843,Accident,ATL82FA195,1982-07-14,"BIRMINGHAM, AL",United States,,,,BIRMINGHAM MUNICIPAL,Non-Fatal,Substantial,Airplane,N98316,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,2.0,0.0,VMC,Takeoff,Probable Cause,14-07-1983
1961,20020917X03359,Accident,FTW82DA283,1982-07-15,"PORT O'CONNOR, TX",United States,,,,CLOSED AIRPORT,Non-Fatal,Substantial,Airplane,N3123W,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,15-07-1983
1970,20020917X02985,Accident,CHI82DA251,1982-07-16,"WASHINGTON ISLAND, WI",United States,,,3W12,WASHINGTON IS,Non-Fatal,Destroyed,Airplane,N64947,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,,1.0,3.0,,VMC,Landing,Probable Cause,01-02-2016
1983,20020917X04178,Accident,SEA82FYP09,1982-07-17,"WENATCHEE, WA",United States,,,,PANGBORN FIELD,Fatal(3),Destroyed,Airplane,N72655,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,3.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,17-07-1983
1991,20020917X02987,Accident,CHI82DA253,1982-07-17,"LAKE DELTON, WI",United States,,,,,Non-Fatal,Substantial,Airplane,N8375Q,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,17-07-1983
1992,20020917X02986,Accident,CHI82DA252,1982-07-17,"BLOOMINGTON, IN",United States,,,BMG,MONROE COUNTY,Non-Fatal,Substantial,Airplane,N8381G,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-07-1983
1997,20020917X04157,Accident,SEA82FA117,1982-07-18,"PORTLAND, OR",United States,,,,,Fatal(1),Destroyed,Airplane,N2146Y,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,18-07-1983
1999,20020917X03475,Accident,FTW82FQA22,1982-07-18,"SANTA FE, NM",United States,,,,SANTA FE MUNICIPAL,Fatal(4),Destroyed,Airplane,N6215D,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,18-07-1983
2005,20020917X03841,Accident,MKC82DA126,1982-07-18,"LAWRENCE, KS",United States,,,3LA,LAWRENCE MUNICIPAL,Non-Fatal,Substantial,Airplane,N43957,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,18-07-1983
2006,20020917X03764,Accident,MIA82DA159,1982-07-18,"ENGLEWOOD, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N6440T,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,18-07-1983
